c Represent allocation problem as max flow for bipartite graph.
p max 178 1459
a 55 167 2147483647
a 55 168 2147483647
a 56 79 2147483647
a 56 80 2147483647
a 56 81 2147483647
a 56 110 2147483647
a 56 111 2147483647
a 56 122 2147483647
a 56 123 2147483647
a 56 124 2147483647
a 56 126 2147483647
a 56 127 2147483647
a 56 128 2147483647
a 56 130 2147483647
a 56 131 2147483647
a 56 132 2147483647
a 56 133 2147483647
a 56 134 2147483647
a 56 143 2147483647
a 56 144 2147483647
a 56 145 2147483647
a 56 146 2147483647
a 56 147 2147483647
a 56 148 2147483647
a 56 149 2147483647
a 56 150 2147483647
a 56 151 2147483647
a 56 152 2147483647
a 56 154 2147483647
a 56 171 2147483647
a 56 172 2147483647
a 57 60 2147483647
a 57 84 2147483647
a 57 86 2147483647
a 57 87 2147483647
a 57 88 2147483647
a 57 89 2147483647
a 57 90 2147483647
a 57 91 2147483647
a 57 122 2147483647
a 57 123 2147483647
a 57 124 2147483647
a 57 154 2147483647
a 57 171 2147483647
a 57 172 2147483647
a 58 93 2147483647
a 58 94 2147483647
a 58 95 2147483647
a 58 96 2147483647
a 58 97 2147483647
a 58 98 2147483647
a 58 99 2147483647
a 58 100 2147483647
a 58 101 2147483647
a 58 112 2147483647
a 58 113 2147483647
a 58 114 2147483647
a 58 115 2147483647
a 58 116 2147483647
a 58 117 2147483647
a 58 118 2147483647
a 58 119 2147483647
a 58 120 2147483647
a 58 125 2147483647
a 58 135 2147483647
a 58 137 2147483647
a 58 138 2147483647
a 58 155 2147483647
a 58 175 2147483647
a 58 176 2147483647
a 58 177 2147483647
a 59 141 2147483647
a 59 142 2147483647
a 59 173 2147483647
a 59 174 2147483647
a 60 178 15.7954
a 61 178 4.97114
a 62 178 9.14047
a 63 178 10.6238
a 64 178 2.44548
a 65 178 1.84413
a 66 178 9.46119
a 67 178 3.84862
a 68 178 8.41886
a 69 178 1.04233
a 70 178 9.34092
a 71 178 6.57473
a 72 178 26.2989
a 73 178 12.5481
a 74 178 28.584
a 75 178 14.8332
a 76 178 2.32521
a 77 178 4.20943
a 78 178 10.1026
a 79 178 3.20718
a 80 178 4.81078
a 81 178 16.9179
a 82 178 2.68602
a 83 178 6.33419
a 84 178 5.8932
a 85 178 15.0738
a 86 178 0.801796
a 87 178 15.5949
a 88 178 7.4567
a 89 178 4.7306
a 90 178 15.1139
a 91 178 13.6706
a 92 178 1.44323
a 93 178 3.96889
a 94 178 8.69949
a 95 178 10.9445
a 96 178 3.60808
a 97 178 3.40763
a 98 178 6.33419
a 99 178 15.194
a 100 178 10.263
a 101 178 4.16934
a 102 178 8.09814
a 103 178 18.4012
a 104 178 2.12476
a 105 178 2.88647
a 106 178 5.21167
a 107 178 10.5436
a 108 178 14.5526
a 109 178 10.8643
a 110 178 15.5148
a 111 178 19.4035
a 112 178 3.68826
a 113 178 13.7107
a 114 178 9.4211
a 115 178 14.6328
a 116 178 0.922065
a 117 178 7.61706
a 118 178 10.9846
a 119 178 2.28512
a 120 178 4.65042
a 121 178 3.76844
a 122 178 8.2585
a 123 178 10.7441
a 124 178 6.41437
a 125 178 10.6238
a 126 178 3.68826
a 127 178 4.08916
a 128 178 9.26074
a 129 178 4.40988
a 130 178 7.09589
a 131 178 25.1363
a 132 178 6.73509
a 133 178 8.33868
a 134 178 4.49006
a 135 178 17.399
a 136 178 11.2251
a 137 178 12.7486
a 138 178 4.24952
a 139 178 7.17607
a 140 178 0.320718
a 141 178 8.13823
a 142 178 3.00674
a 143 178 8.85985
a 144 178 4.69051
a 145 178 2.12476
a 146 178 4.69051
a 147 178 3.36754
a 148 178 11.0648
a 149 178 9.94227
a 150 178 2.20494
a 151 178 15.9557
a 152 178 4.85087
a 153 178 3.9288
a 154 178 8.94003
a 155 178 2.56575
a 156 178 10.5837
a 157 178 16.4769
a 158 178 10.7441
a 159 178 12.1071
a 160 178 4.00898
a 161 178 15.5148
a 162 178 8.17832
a 163 178 3.5279
a 164 178 8.6594
a 165 178 20.085
a 166 178 7.69724
a 167 178 13.7909
a 168 178 3.9288
a 169 178 4.20943
a 170 178 4.97114
a 171 178 7.93778
a 172 178 10.5436
a 173 178 6.73509
a 174 178 9.22065
a 175 178 5.97338
a 176 178 4.97114
a 177 178 13.2296
